Entity,Code,Year,"Net enrolment rate, secondary, gender parity index (GPI)"
Botswana,BWA,1990,1.19192004203796
Botswana,BWA,1991,1.22230005264282
Botswana,BWA,1992,1.18298995494843
Botswana,BWA,1993,1.1655299663543701
Botswana,BWA,1994,1.1368499994278
Botswana,BWA,1995,1.2136299610137902
Botswana,BWA,1998,1.13797998428345
Botswana,BWA,1999,1.16540002822876
Botswana,BWA,2000,1.15408003330231
Botswana,BWA,2002,1.15172004699707
Botswana,BWA,2003,1.14900004863739
Botswana,BWA,2013,1.12774002552032
Brazil,BRA,2007,1.12168002128601
Brazil,BRA,2009,1.10248005390167
Brazil,BRA,2011,1.0895199775695799
Brazil,BRA,2012,1.07710003852844
Brazil,BRA,2013,1.0660500526428198
Brunei,BRN,1977,1.08186995983124
Brunei,BRN,1978,1.0812200307846098
Brunei,BRN,1979,1.08852005004883
Brunei,BRN,1980,1.1112600564956698
Brunei,BRN,1981,1.13653004169464
Brunei,BRN,1982,1.11679005622864
Brunei,BRN,1983,1.12446999549866
Brunei,BRN,1984,1.13329994678497
Brunei,BRN,1991,1.1186599731445301
Brunei,BRN,1992,1.13716995716095
Brunei,BRN,1993,1.08042001724243
Brunei,BRN,1994,1.09993994235992
Brunei,BRN,2005,1.0174700021743799
Brunei,BRN,2006,1.0276800394058199
Brunei,BRN,2007,1.02980005741119
Brunei,BRN,2008,1.02416002750397
Brunei,BRN,2009,1.0190000534057602
Brunei,BRN,2010,1.0131800174713101
Brunei,BRN,2011,1.0000799894332901
Brunei,BRN,2012,1.0069299936294598
Brunei,BRN,2013,1.02201998233795
Brunei,BRN,2014,1.01259994506836
Bulgaria,BGR,1998,0.986029982566834
Bulgaria,BGR,1999,0.9889900088310241
Bulgaria,BGR,2000,0.980790019035339
Bulgaria,BGR,2001,0.982800006866455
Bulgaria,BGR,2002,0.9809200167655941
Bulgaria,BGR,2003,0.978510022163391
Bulgaria,BGR,2004,0.976589977741241
Bulgaria,BGR,2005,0.975820004940033
Bulgaria,BGR,2006,0.974439978599548
Bulgaria,BGR,2007,0.98131000995636
Bulgaria,BGR,2008,0.975019991397858
Bulgaria,BGR,2009,0.974120020866394
Bulgaria,BGR,2010,0.9742500185966491
Bulgaria,BGR,2011,0.978739976882935
Bulgaria,BGR,2012,0.98141998052597
Bulgaria,BGR,2013,0.973179996013641
Bulgaria,BGR,2014,0.973150014877319
Burkina Faso,BFA,1983,0.5152800083160399
Burkina Faso,BFA,1986,0.5213900208473211
Burkina Faso,BFA,1989,0.5284799933433529
Burkina Faso,BFA,1992,0.5378299951553339
Burkina Faso,BFA,1993,0.5377900004386901
Burkina Faso,BFA,1994,0.5606799721717829
Burkina Faso,BFA,1999,0.598190009593964
Burkina Faso,BFA,2001,0.659889996051788
Burkina Faso,BFA,2003,0.682669997215271
Burkina Faso,BFA,2004,0.68588000535965
Burkina Faso,BFA,2005,0.70728999376297
Burkina Faso,BFA,2006,0.7146099805831909
Burkina Faso,BFA,2007,0.722930014133453
Burkina Faso,BFA,2008,0.736660003662109
Burkina Faso,BFA,2009,0.7416399717330929
Burkina Faso,BFA,2010,0.777649998664856
Burkina Faso,BFA,2011,0.8014900088310241
Burkina Faso,BFA,2012,0.83076000213623
Burkina Faso,BFA,2013,0.8722000122070309
Burundi,BDI,1976,0.457340002059937
Burundi,BDI,1977,0.48761999607086204
Burundi,BDI,1980,0.508769989013672
Burundi,BDI,1982,0.6038299798965451
Burundi,BDI,1983,0.48557001352310203
Burundi,BDI,1984,0.49533000588417103
Burundi,BDI,1985,0.546419978141785
Burundi,BDI,1986,0.555040001869202
Burundi,BDI,1987,0.5925300121307371
Burundi,BDI,1993,0.658680021762848
Burundi,BDI,2009,0.79255998134613
Burundi,BDI,2010,0.78864997625351
Burundi,BDI,2011,0.809899985790253
Burundi,BDI,2012,0.866180002689362
Burundi,BDI,2013,0.935720026493073
Burundi,BDI,2014,0.9896199703216549
Cambodia,KHM,1998,0.54627001285553
Cambodia,KHM,1999,0.538810014724731
Cambodia,KHM,2000,0.5595300197601321
Cambodia,KHM,2001,0.5865700244903559
Cambodia,KHM,2002,0.602400004863739
Cambodia,KHM,2003,0.6453999876976011
Cambodia,KHM,2004,0.743860006332397
Cambodia,KHM,2006,0.867680013179779
Cambodia,KHM,2007,0.8848299980163571
Cambodia,KHM,2008,0.918449997901917
Cameroon,CMR,1971,0.432610005140305
Cameroon,CMR,1972,0.460929989814758
Cameroon,CMR,1973,0.47198998928070096
Cameroon,CMR,1974,0.49921000003814703
Cameroon,CMR,1975,0.495169997215271
Cameroon,CMR,1976,0.5148000121116639
Cameroon,CMR,1977,0.5447300076484679
Cameroon,CMR,1978,0.5548800230026251
Cameroon,CMR,1979,0.572560012340546
Cameroon,CMR,1980,0.573939979076386
Cameroon,CMR,1981,0.571770012378693
Cameroon,CMR,2012,0.873610019683838
Cameroon,CMR,2013,0.8745200037956241
Cameroon,CMR,2014,0.869989991188049
Canada,CAN,1994,0.959980010986328
Cape Verde,CPV,1987,0.9151399731636051
Cape Verde,CPV,1994,1.04392004013062
Cape Verde,CPV,2002,1.07666003704071
Cape Verde,CPV,2003,1.1256799697876
Cape Verde,CPV,2004,1.13839995861053
Cape Verde,CPV,2005,1.15072000026703
Cape Verde,CPV,2006,1.1611299514770501
Cape Verde,CPV,2007,1.1607700586318999
Cape Verde,CPV,2009,1.15679001808167
Cape Verde,CPV,2012,1.1337699890136699
Cape Verde,CPV,2013,1.13278996944427
Cape Verde,CPV,2014,1.1388800144195599
Central African Republic,CAF,1971,0.234129995107651
Central African Republic,CAF,1972,0.206430003046989
Central African Republic,CAF,1973,0.20509999990463298
Central African Republic,CAF,2009,0.5837699770927429
Central African Republic,CAF,2011,0.555019974708557
Central African Republic,CAF,2012,0.521059989929199
Chad,TCD,1998,0.311250001192093
Chad,TCD,1999,0.299180001020432
Chad,TCD,2000,0.31749999523162803
Chad,TCD,2001,0.340719997882843
Chad,TCD,2002,0.361220002174377
Chad,TCD,2003,0.33434998989105197
Chile,CHL,2007,1.02802002429962
Chile,CHL,2008,1.0310200452804599
Chile,CHL,2009,1.03683996200562
Chile,CHL,2010,1.03812003135681
Chile,CHL,2011,1.04235994815826
Chile,CHL,2012,1.04876005649567
Chile,CHL,2013,1.03824996948242
Chile,CHL,2014,1.0381499528884899
Colombia,COL,2005,1.1085000038147
Colombia,COL,2006,1.1144399642944298
Colombia,COL,2007,1.1098099946975701
Colombia,COL,2008,1.09546995162964
Colombia,COL,2009,1.08575999736786
Colombia,COL,2010,1.07938003540039
Colombia,COL,2011,1.0760200023651099
Colombia,COL,2012,1.08296000957489
Colombia,COL,2013,1.08105003833771
Colombia,COL,2014,1.07924997806549
Comoros,COM,2013,1.07068002223969
Congo,COG,1972,0.497040003538132
Congo,COG,1974,0.574850022792816
Congo,COG,1976,0.593850016593933
Costa Rica,CRI,1970,1.07134997844696
Costa Rica,CRI,1973,1.12776005268097
Costa Rica,CRI,1975,1.1186699867248502
Costa Rica,CRI,1976,1.12913000583649
Costa Rica,CRI,1979,1.15392005443573
Costa Rica,CRI,1981,1.13835000991821
Costa Rica,CRI,1982,1.1355899572372399
Costa Rica,CRI,1985,1.10263001918793
Costa Rica,CRI,1986,1.08010995388031
Costa Rica,CRI,1987,1.06578004360199
Costa Rica,CRI,1989,1.04700994491577
Costa Rica,CRI,1990,1.06133997440338
Costa Rica,CRI,1991,1.07282996177673
Costa Rica,CRI,2011,1.0577199459075899
Costa Rica,CRI,2012,1.05317997932434
Costa Rica,CRI,2013,1.05965995788574
Costa Rica,CRI,2014,1.0519100427627601
Croatia,HRV,1999,1.01918005943298
Croatia,HRV,2000,1.0200400352478
Croatia,HRV,2001,1.01744997501373
Croatia,HRV,2002,1.0165599584579499
Croatia,HRV,2003,1.01857995986938
Croatia,HRV,2005,1.02430999279022
Croatia,HRV,2008,1.02656996250153
Croatia,HRV,2011,1.0300099849700899
Croatia,HRV,2012,1.03113996982574
Croatia,HRV,2014,1.03069996833801
Cuba,CUB,1972,1.03793001174927
Cuba,CUB,1973,1.01830005645752
Cuba,CUB,1974,0.9999899864196781
Cuba,CUB,1979,1.07362997531891
Cuba,CUB,1986,1.11226999759674
Cuba,CUB,1987,1.08868002891541
Cuba,CUB,1988,1.09221994876862
Cuba,CUB,1989,1.11878001689911
Cuba,CUB,1990,1.0731400251388499
Cuba,CUB,1991,1.1481499671936002
Cuba,CUB,1992,1.17151999473572
Cuba,CUB,1994,1.14222002029419
Cuba,CUB,1999,1.09530997276306
Cuba,CUB,2000,1.02821004390717
Cuba,CUB,2001,1.03866004943848
Cuba,CUB,2002,0.999339997768402
Cuba,CUB,2003,0.9947299957275391
Cuba,CUB,2004,1.02772998809814
Cuba,CUB,2005,1.03134000301361
Cuba,CUB,2006,1.0390499830246
Cuba,CUB,2007,1.03630995750427
Cuba,CUB,2008,1.0325700044632
Cuba,CUB,2009,1.0365500450134302
Cuba,CUB,2010,1.0242999792099001
Cuba,CUB,2011,1.0303200483322101
Cuba,CUB,2012,1.0416400432586699
Cuba,CUB,2013,1.03685998916626
Cyprus,CYP,1971,0.9280700087547299
Cyprus,CYP,1972,0.9550300240516659
Cyprus,CYP,1973,0.9706299901008609
Cyprus,CYP,1974,0.9883300065994259
Cyprus,CYP,1975,0.955900013446808
Cyprus,CYP,1976,0.970640003681183
Cyprus,CYP,1977,0.9752900004386899
Cyprus,CYP,1978,0.9943900108337399
Cyprus,CYP,1979,1.00537002086639
Cyprus,CYP,1980,1.02246999740601
Cyprus,CYP,1981,1.0273300409317
Cyprus,CYP,1982,1.03949999809265
Cyprus,CYP,1983,1.06049001216888
Cyprus,CYP,1994,1.0218299627304102
Cyprus,CYP,1995,1.02213001251221
Cyprus,CYP,1996,1.0277500152587902
Cyprus,CYP,1997,1.03234994411469
Cyprus,CYP,1999,1.0395699739456201
Cyprus,CYP,2000,1.03137004375458
Cyprus,CYP,2001,1.02383005619049
Cyprus,CYP,2002,1.0313500165939302
Cyprus,CYP,2003,1.0327899456024199
Cyprus,CYP,2004,1.03313994407654
Cyprus,CYP,2005,1.0248700380325302
Cyprus,CYP,2006,1.02245998382568
Cyprus,CYP,2007,1.02497005462646
Cyprus,CYP,2008,1.01847004890442
Cyprus,CYP,2009,1.01917004585266
Cyprus,CYP,2010,1.01813995838165
Cyprus,CYP,2011,1.02063000202179
Cyprus,CYP,2012,1.0244300365448
Cyprus,CYP,2013,1.01725995540619
Cyprus,CYP,2014,1.0164999961853
Democratic Republic of Congo,COD,1992,0.570479989051819
Democratic Republic of Congo,COD,1993,0.5559200048446661
Democratic Republic of Congo,COD,1994,0.509760022163391
Denmark,DNK,1981,1.0278099775314302
Denmark,DNK,1982,1.03176999092102
Denmark,DNK,1983,1.0237900018692
Denmark,DNK,1984,1.02843999862671
Denmark,DNK,1985,1.02355003356934
Denmark,DNK,1986,1.0252499580383299
Denmark,DNK,1987,1.0217000246048
Denmark,DNK,1988,1.02322995662689
Denmark,DNK,1989,1.02441000938416
Denmark,DNK,1990,1.0249600410461401
Denmark,DNK,1991,1.0283299684524498
Denmark,DNK,1992,1.02574002742767
Denmark,DNK,1993,1.03086996078491
Denmark,DNK,1994,1.03095996379852
Denmark,DNK,1995,1.0317800045013399
Denmark,DNK,1996,1.0266499519348102
Denmark,DNK,1998,1.0284999608993501
Denmark,DNK,2000,1.0219399929046602
Denmark,DNK,2001,1.0249600410461401
Denmark,DNK,2002,1.03214001655579
Denmark,DNK,2003,1.03864002227783
Denmark,DNK,2004,1.03337001800537
Denmark,DNK,2005,1.03101003170013
Denmark,DNK,2006,1.0347100496292099
Denmark,DNK,2007,1.03418004512787
Denmark,DNK,2008,1.03624999523163
Denmark,DNK,2009,1.03219997882843
Denmark,DNK,2010,1.02740001678467
Denmark,DNK,2011,1.02802002429962
Denmark,DNK,2012,1.0249400138855
Denmark,DNK,2013,1.02857995033264
Denmark,DNK,2014,1.0327399969100999
Djibouti,DJI,1985,0.606090009212494
Djibouti,DJI,1986,0.6659500002861021
Djibouti,DJI,1987,0.708840012550354
Djibouti,DJI,1988,0.751420021057129
Djibouti,DJI,1997,0.6952800154685971
Djibouti,DJI,2001,0.642989993095398
Djibouti,DJI,2002,0.6334300041198729
Djibouti,DJI,2004,0.684419989585876
Djibouti,DJI,2005,0.6521000266075129
Djibouti,DJI,2008,0.722769975662231
Dominica,DMA,1999,1.33118999004364
Dominica,DMA,2000,1.14458000659943
Dominica,DMA,2001,1.1336699724197399
Dominica,DMA,2003,1.12478005886078
Dominica,DMA,2004,1.11100995540619
Dominica,DMA,2005,1.08977997303009
Dominica,DMA,2006,1.16919994354248
Dominica,DMA,2009,1.20212996006012
Dominica,DMA,2010,1.0907499790191701
Dominica,DMA,2011,1.0662300586700402
Dominican Republic,DOM,1999,1.24388003349304
Dominican Republic,DOM,2000,1.23810005187988
Dominican Republic,DOM,2002,1.25099003314972
Dominican Republic,DOM,2004,1.1931799650192298
Dominican Republic,DOM,2005,1.22142004966736
Dominican Republic,DOM,2007,1.22583997249603
Dominican Republic,DOM,2008,1.2186599969863898
Dominican Republic,DOM,2009,1.1331100463867199
Dominican Republic,DOM,2010,1.15259003639221
Dominican Republic,DOM,2011,1.15609002113342
Dominican Republic,DOM,2012,1.1520600318908703
Dominican Republic,DOM,2013,1.14728999137878
Dominican Republic,DOM,2014,1.14138996601105
East Asia and Pacific,,1998,0.923550009727478
East Asia and Pacific,,1999,0.9242500066757199
East Asia and Pacific,,2000,0.939220011234283
East Asia and Pacific,,2001,0.9517899751663209
East Asia and Pacific,,2002,0.9672099947929379
East Asia and Pacific,,2003,0.9826400279998779
East Asia and Pacific,,2004,1.0003700256347698
East Asia and Pacific,,2005,1.01770997047424
East Asia and Pacific,,2006,1.02531003952026
East Asia and Pacific,,2007,1.03042995929718
East Asia and Pacific,,2008,1.0331000089645401
East Asia and Pacific,,2009,1.03538000583649
East Asia and Pacific,,2010,1.03848004341125
East Asia and Pacific,,2011,1.04237997531891
East Asia and Pacific,,2012,1.04804003238678
East Asia and Pacific,,2013,1.0412900447845501
East Asia and Pacific,,2014,1.0432200431823702
East Asia and Pacific (excluding high-income countries),,1998,0.9129300117492679
East Asia and Pacific (excluding high-income countries),,1999,0.9146299958229059
East Asia and Pacific (excluding high-income countries),,2000,0.931850016117096
East Asia and Pacific (excluding high-income countries),,2001,0.9460300207138058
East Asia and Pacific (excluding high-income countries),,2002,0.9632499814033509
East Asia and Pacific (excluding high-income countries),,2003,0.980409979820251
East Asia and Pacific (excluding high-income countries),,2005,1.01885998249054
East Asia and Pacific (excluding high-income countries),,2006,1.02722001075745
East Asia and Pacific (excluding high-income countries),,2007,1.0328299999237098
East Asia and Pacific (excluding high-income countries),,2008,1.0357700586318999
East Asia and Pacific (excluding high-income countries),,2009,1.03831005096436
East Asia and Pacific (excluding high-income countries),,2010,1.04171001911163
East Asia and Pacific (excluding high-income countries),,2011,1.04595005512238
East Asia and Pacific (excluding high-income countries),,2012,1.05208003520966
East Asia and Pacific (excluding high-income countries),,2013,1.0445100069046
East Asia and Pacific (excluding high-income countries),,2014,1.04658997058868
Ecuador,ECU,1998,1.04965996742249
Ecuador,ECU,1999,1.0317599773406998
Ecuador,ECU,2000,1.03122997283936
Ecuador,ECU,2001,1.03766000270844
Ecuador,ECU,2002,1.01865994930267
Ecuador,ECU,2003,1.0324800014495799
Ecuador,ECU,2004,1.01513004302979
Ecuador,ECU,2005,1.02473998069763
Ecuador,ECU,2006,1.02535998821259
Ecuador,ECU,2007,1.01769995689392
Ecuador,ECU,2010,1.02337002754211
Ecuador,ECU,2011,1.02218997478485
Ecuador,ECU,2012,1.02558994293213
Ecuador,ECU,2013,1.0359699726104699
Egypt,EGY,1971,0.521189987659454
Egypt,EGY,1972,0.539279997348785
Egypt,EGY,1973,0.545120000839233
Egypt,EGY,1974,0.54790997505188
Egypt,EGY,1994,0.858870029449463
Egypt,EGY,2011,0.9989899992942809
Egypt,EGY,2014,1.01420998573303
El Salvador,SLV,2000,0.977649986743927
El Salvador,SLV,2001,0.9901000261306759
El Salvador,SLV,2002,0.986540019512177
El Salvador,SLV,2005,1.01270997524261
El Salvador,SLV,2006,1.0249099731445301
El Salvador,SLV,2007,1.0244499444961501
El Salvador,SLV,2008,1.01967000961304
El Salvador,SLV,2009,1.01759004592896
El Salvador,SLV,2010,1.01440000534058
El Salvador,SLV,2011,1.0075999498367298
El Salvador,SLV,2012,1.01013004779816
El Salvador,SLV,2013,1.01705002784729
El Salvador,SLV,2014,1.02802002429962
Equatorial Guinea,GNQ,1999,0.332940012216568
Equatorial Guinea,GNQ,2005,0.7672200202941891
Eritrea,ERI,1994,0.8932200074195858
Eritrea,ERI,1995,0.8903399705886841
Eritrea,ERI,1997,0.855340003967285
Eritrea,ERI,1999,0.8121799826622009
Eritrea,ERI,2000,0.8141000270843509
Eritrea,ERI,2001,0.80883002281189
Eritrea,ERI,2002,0.750299990177155
Eritrea,ERI,2003,0.7466800212860111
Eritrea,ERI,2004,0.642090022563934
Eritrea,ERI,2005,0.6807900071144101
Eritrea,ERI,2006,0.6841999888420109
Eritrea,ERI,2007,0.7325599789619449
Eritrea,ERI,2008,0.7286300063133241
Eritrea,ERI,2009,0.7453399896621701
Eritrea,ERI,2010,0.7825199961662289
Eritrea,ERI,2011,0.813690006732941
Eritrea,ERI,2012,0.8151100277900699
Eritrea,ERI,2013,0.8434600234031681
Estonia,EST,1998,1.0567699670791602
Estonia,EST,1999,1.06405997276306
